"filename", "language", "TypeScript", "Markdown", "Ignore", "JavaScript", "JSON", "JSON with Comments", "YAML", "PostCSS", "HTML", "vue", "comment", "blank", "total"
"k:\AiChat\novel2ST\NovelToST\src\novelToST\types\host-env-ignore.d.ts", "TypeScript", 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41, 180
"k:\AiChat\novel2ST\NovelToST\src\novelToST\types\outline.ts", "TypeScript", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 30, 189
"k:\AiChat\novel2ST\NovelToST\src\novelToST\types\worldbook.ts", "TypeScript", 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 218
"k:\AiChat\novel2ST\NovelToST\src\novelToST\types\worldbuilding.ts", "TypeScript", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 86
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\App.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 276, 6, 47, 329
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\ExtensionEntryApp.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 10, 66
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\base\BaseButton.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 5, 54
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\base\BaseCard.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 2, 15, 106
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\base\BaseCheckbox.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 4, 50
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\base\BaseDropdownSelect.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 211, 0, 40, 251
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\base\BaseInput.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 5, 57
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\base\BaseSegmentedSelect.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 18, 122
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\base\BaseSelect.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 15, 127
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\base\BaseTextarea.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 5, 50
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\ConfirmStopModal.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 5, 51
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\ControlToolbar.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 4, 68
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\ExportPanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 11, 99
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\GenerationForm.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 0, 13, 194
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\HelpPanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 10, 88
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\StatusBar.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 0, 19, 174
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\TagExtractPanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 13, 107
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\help\HelpModal.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 11, 92
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\help\HelpTriggerButton.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 4, 31
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\worldbook\HistoryModal.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 18, 135
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\worldbook\ImportMergeModal.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 300, 0, 38, 338
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\worldbook\MemoryQueuePanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 4, 17, 185
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\worldbook\RerollModal.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 7, 61
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\worldbook\SearchReplaceModal.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 16, 114
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\worldbook\WorldbookPanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 345, 9, 49, 403
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\worldbook\WorldbookResultPanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 4, 31, 250
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\components\worldbook\WorldbookSettingsPanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 227, 6, 20, 253
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\extension\ExtensionAdvancedSettings.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 8, 98
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\help\help-topics.ts", "TypeScript", 315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 320
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\FoundationPanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 630, 0, 83, 713
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\LLMConfigPanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 356, 9, 49, 414
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\WorkbenchRoot.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 329, 0, 56, 385
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\WorldbuildingPanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 686, 0, 105, 791
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\WritingDetailPanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 0, 34, 238
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\WritingOutlinePanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 652, 6, 102, 760
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\composables\useStepCollapse.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\composables\useWorkbenchMentionInput.ts", "TypeScript", 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 359
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\foundation-panel\FoundationChatStep.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 0, 32, 252
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\foundation-panel\FoundationExtensionEditor.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 18, 142
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\foundation-panel\FoundationModulePanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 0, 36, 255
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\foundation-panel\FoundationProgressBar.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 22, 138
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\outline-panel\OutlineChatStep.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 286, 0, 36, 322
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\outline-panel\OutlineCompatToolsBlock.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 7, 47
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\outline-panel\OutlineMessagePreviewModal.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 16, 122
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\outline-panel\OutlineNodeEditorStep.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 319, 0, 33, 352
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\outline-panel\OutlineSessionSidebar.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 12, 84
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\outline-panel\OutlineSnapshotStep.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 11, 137
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\outline-panel\OutlineSnapshotStructuredModal.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 15, 148
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\shared\mention-kind-label.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\shared\mention-source-filter.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\worldbuilding-panel\WorldbuildingBindingCommitStep.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 338, 0, 39, 377
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\worldbuilding-panel\WorldbuildingCollaborationStep.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 359, 0, 41, 400
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\worldbuilding-panel\WorldbuildingCommitConfirmModal.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 5, 73
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\worldbuilding-panel\WorldbuildingDraftLockStep.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 24, 182
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\worldbuilding-panel\WorldbuildingRemoveSessionConfirmModal.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 5, 55
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\worldbuilding-panel\WorldbuildingSessionInfoPanel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 18, 186
"k:\AiChat\novel2ST\NovelToST\src\novelToST\ui\workbench\worldbuilding-panel\WorldbuildingSessionStep.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 17, 185
"k:\AiChat\novel2ST\NovelToST\tailwind.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"k:\AiChat\novel2ST\NovelToST\tavern_sync.mjs", "JavaScript", 0, 0, 0, 46305, 0, 0, 0, 0, 0, 0, 18031, 4249, 68585
"k:\AiChat\novel2ST\NovelToST\tavern_sync.yaml", "YAML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 15, 6, 28
"k:\AiChat\novel2ST\NovelToST\tests\integration\commands\debug.int.spec.ts", "TypeScript", 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 188
"k:\AiChat\novel2ST\NovelToST\tests\integration\composables\useGenerationControl.int.spec.ts", "TypeScript", 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 261
"k:\AiChat\novel2ST\NovelToST\tests\integration\core\generation+outline.int.spec.ts", "TypeScript", 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 164
"k:\AiChat\novel2ST\NovelToST\tests\integration\core\generation.service.int.spec.ts", "TypeScript", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 161
"k:\AiChat\novel2ST\NovelToST\tests\integration\ui\workbench.worldbuilding.int.spec.ts", "TypeScript", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 103
"k:\AiChat\novel2ST\NovelToST\tests\setup\st-globals.mock.ts", "TypeScript", 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 200
"k:\AiChat\novel2ST\NovelToST\tests\setup\vitest.setup.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"k:\AiChat\novel2ST\NovelToST\tests\unit\app\bootstrap.spec.ts", "TypeScript", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 138
"k:\AiChat\novel2ST\NovelToST\tests\unit\app\mount-target.resolver.spec.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 44
"k:\AiChat\novel2ST\NovelToST\tests\unit\app\runtime.spec.ts", "TypeScript", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 125
"k:\AiChat\novel2ST\NovelToST\tests\unit\commands\buttons.spec.ts", "TypeScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 61
"k:\AiChat\novel2ST\NovelToST\tests\unit\composables\useFoundationControl.spec.ts", "TypeScript", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 135
"k:\AiChat\novel2ST\NovelToST\tests\unit\composables\useFoundationPersistence.spec.ts", "TypeScript", 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 238
"k:\AiChat\novel2ST\NovelToST\tests\unit\composables\useOutlineControl.spec.ts", "TypeScript", 291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 353
"k:\AiChat\novel2ST\NovelToST\tests\unit\composables\useOutlinePersistence.spec.ts", "TypeScript", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 149
"k:\AiChat\novel2ST\NovelToST\tests\unit\composables\usePanelLifecycle.spec.ts", "TypeScript", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 66
"k:\AiChat\novel2ST\NovelToST\tests\unit\composables\useScriptPersistence.spec.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 84
"k:\AiChat\novel2ST\NovelToST\tests\unit\composables\useWorldbookControl.spec.ts", "TypeScript", 490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 558
"k:\AiChat\novel2ST\NovelToST\tests\unit\composables\useWorldbuildingControl.spec.ts", "TypeScript", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 157
"k:\AiChat\novel2ST\NovelToST\tests\unit\composables\useWorldbuildingPersistence.spec.ts", "TypeScript", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 165
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\export.service.spec.ts", "TypeScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 91
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\extract.collection.spec.ts", "TypeScript", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 142
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\extract.service.spec.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\foundation-ai.service.spec.ts", "TypeScript", 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 239
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\foundation-prompt.service.spec.ts", "TypeScript", 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 196
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\guard.service.spec.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 60
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\guard.toast.spec.ts", "TypeScript", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 90
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\llm-api.service.spec.ts", "TypeScript", 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 249
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\llm-preset.service.spec.ts", "TypeScript", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 129
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\outline-ai.service.spec.ts", "TypeScript", 505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 546
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\outline-chat.service.spec.ts", "TypeScript", 688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 798
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\outline-mention.service.spec.ts", "TypeScript", 308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 344
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\outline-node-match.spec.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 60
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\outline-prompt.service.spec.ts", "TypeScript", 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 299
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook-binding.service.spec.ts", "TypeScript", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 54
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook-commit.service.spec.ts", "TypeScript", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 141
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\api.service.spec.ts", "TypeScript", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 237
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\category.service.spec.ts", "TypeScript", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 87
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\chunk.service.spec.ts", "TypeScript", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 114
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\entry-config.service.spec.ts", "TypeScript", 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 194
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\fixtures\import\conflict.fixture.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 34
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\fixtures\import\conflict.json", "JSON", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 32
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\fixtures\import\missing-field.fixture.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\fixtures\import\missing-field.json", "JSON", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 1, 23
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\fixtures\import\standard.fixture.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 35
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\fixtures\import\standard.json", "JSON", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 1, 33
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\history-db.service.spec.ts", "TypeScript", 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 184
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\merge.service.spec.ts", "TypeScript", 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 265
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\parse.service.spec.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 42
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\process.service.spec.ts", "TypeScript", 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 205
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\reroll.service.spec.ts", "TypeScript", 262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 295
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\semaphore.spec.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 35
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\st-format.service.spec.ts", "TypeScript", 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 383
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\task-io.service.spec.ts", "TypeScript", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 134
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbook\token.service.spec.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbuilding-ai.service.spec.ts", "TypeScript", 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 177
"k:\AiChat\novel2ST\NovelToST\tests\unit\core\worldbuilding-outline-sync.service.spec.ts", "TypeScript", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 96
"k:\AiChat\novel2ST\NovelToST\tests\unit\stores\export.store.spec.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 64
"k:\AiChat\novel2ST\NovelToST\tests\unit\stores\foundation.store.spec.ts", "TypeScript", 294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 346
"k:\AiChat\novel2ST\NovelToST\tests\unit\stores\generation.store.spec.ts", "TypeScript", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 93
"k:\AiChat\novel2ST\NovelToST\tests\unit\stores\outline.store.contract.spec.ts", "TypeScript", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 97
"k:\AiChat\novel2ST\NovelToST\tests\unit\stores\outline.store.spec.ts", "TypeScript", 507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 590
"k:\AiChat\novel2ST\NovelToST\tests\unit\stores\settings.store.spec.ts", "TypeScript", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 115
"k:\AiChat\novel2ST\NovelToST\tests\unit\stores\ui.store.spec.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 42
"k:\AiChat\novel2ST\NovelToST\tests\unit\stores\workbench.store.spec.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 69
"k:\AiChat\novel2ST\NovelToST\tests\unit\stores\worldbook.store.spec.ts", "TypeScript", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 127
"k:\AiChat\novel2ST\NovelToST\tests\unit\stores\worldbuilding.store.spec.ts", "TypeScript", 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 167
"k:\AiChat\novel2ST\NovelToST\tests\unit\ui\base\base-dropdown-select.spec.ts", "TypeScript", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 115
"k:\AiChat\novel2ST\NovelToST\tests\unit\ui\base\base-segmented-select.spec.ts", "TypeScript", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 77
"k:\AiChat\novel2ST\NovelToST\tests\unit\ui\components\generation-form.help.spec.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"k:\AiChat\novel2ST\NovelToST\tests\unit\ui\components\non-workbench-dropdown-migration.spec.ts", "TypeScript", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 100
"k:\AiChat\novel2ST\NovelToST\tests\unit\ui\extension-entry-app.spec.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"k:\AiChat\novel2ST\NovelToST\tests\unit\ui\help\help-modal.spec.ts", "TypeScript", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 113
"k:\AiChat\novel2ST\NovelToST\tests\unit\ui\workbench.foundation-panel.spec.ts", "TypeScript", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 180
"k:\AiChat\novel2ST\NovelToST\tests\unit\ui\workbench.llm-config-panel.spec.ts", "TypeScript", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 90
"k:\AiChat\novel2ST\NovelToST\tests\unit\ui\workbench.outline-panel.spec.ts", "TypeScript", 382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 482
"k:\AiChat\novel2ST\NovelToST\tests\unit\ui\workbench.ui.spec.ts", "TypeScript", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 171
"k:\AiChat\novel2ST\NovelToST\tests\unit\ui\workbench.worldbuilding-panel.spec.ts", "TypeScript", 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 476
"k:\AiChat\novel2ST\NovelToST\tests\unit\ui\workbench\use-workbench-mention-input.spec.ts", "TypeScript", 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 260
"k:\AiChat\novel2ST\NovelToST\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 1, 57
"k:\AiChat\novel2ST\NovelToST\tsconfig.typecheck.json", "JSON", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 21
"k:\AiChat\novel2ST\NovelToST\util\common.ts", "TypeScript", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 135
"k:\AiChat\novel2ST\NovelToST\util\iframe_srcdoc.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 1, 18
"k:\AiChat\novel2ST\NovelToST\util\mvu.ts", "TypeScript", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 66
"k:\AiChat\novel2ST\NovelToST\util\script.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 47
"k:\AiChat\novel2ST\NovelToST\util\streaming.ts", "TypeScript", 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 24, 238
"k:\AiChat\novel2ST\NovelToST\vitest.config.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"k:\AiChat\novel2ST\NovelToST\webpack.config.ts", "TypeScript", 578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 598
"Total", "-", 38115, 2395, 1, 46886, 246, 67, 7579, 1, 407, 9391, 20539, 15388, 141015
